IAM Acronym,Bank Acronym,IAM id,Year Filed,Case Name,Global Region (1),Global Region (2),Country,External ID,Date Filed,Month Closed,Year Closed,Still open as of 12/31/15?,Status as of 12/31/15,Results achieved by 12/31/15?,Type of Filer (1),Type of Filer (2),Type of Filer (3),Filer Name(s) if organization,Other groups supporting complaint?,Type of Supporting Organization(s) (1),Type of Supporting Organization(s) (2),Name of supporting organization(s),Type of IFI Support (1),Type of IFI Support (2),Sector/Industry (1),Sector/Industry (2),Public or private?,Issue Raised (1),Issue Raised (2),Issue Raised (3),Issue Raised (4),Issue Raised (5),Issue Raised (6),Issue Raised (7),Issue Raised (8),Issue Raised (9),Issue Raised (10),Is Registered,Date Registered,Is Eligible,Date determined eligible,If no Eligibility why 1,If no Eligibility why 2,If no Eligibility why 3,If no Eligibility why 4,Problem-Solving initiated,Date PS initiated,Duration of PS (months),If no Dispute Resolution why,Settlement reached in PS?,Compliance Review initiated,Date CR initiated,Duration of CR (months),If no Compliance Review why,Was non-compliance found?,Was a management action plan produced?,Monitoring initiated,Date monitoring initiated,Duration of monitoring (months),If no Monitoring why,Duration from filing until case closed or monitoring started,"If closed as of 12/31/15, duration of process in months",Was a compliance report published,Who inputted data?
PCM,EBRD,26,2012,Unknown PCM 22,Unknown,N/A,Unknown,no_id_26_22,7/4/05,Unknown,2012,No,Closed without results,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,Unknown,Unknown,N/A,
PCM,EBRD,26,2012,Unknown PCM 23,Unknown,N/A,Unknown,no_id_26_23,7/4/05,Unknown,2012,No,Closed without results,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,Unknown,Unknown,N/A,
PCM,EBRD,26,2012,Unknown PCM 24,Unknown,N/A,Unknown,no_id_26_24,7/4/05,Unknown,2012,No,Closed without results,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,Unknown,Unknown,N/A,
PCM,EBRD,26,2012,Unknown PCM 25,Unknown,N/A,Unknown,no_id_26_25,7/4/05,Unknown,2012,No,Closed without results,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,Unknown,Unknown,N/A,
PCM,EBRD,26,2012,Unknown PCM 26,Unknown,N/A,Unknown,no_id_26_26,7/4/05,Unknown,2012,No,Closed without results,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,Unknown,Unknown,N/A,
PCM,EBRD,26,2012,Unknown PCM 27,Unknown,N/A,Unknown,no_id_26_27,7/4/05,Unknown,2012,No,Closed without results,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,Unknown,Unknown,N/A,
PCM,EBRD,26,2012,Unknown PCM 28,Unknown,N/A,Unknown,no_id_26_28,7/4/05,Unknown,2012,No,Closed without results,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,Unknown,Unknown,N/A,
PCM,EBRD,26,2012,Unknown PCM 29,Unknown,N/A,Unknown,no_id_26_29,7/4/05,Unknown,2012,No,Closed without results,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,Unknown,Unknown,N/A,
PCM,EBRD,26,2012,Unknown PCM 30,Unknown,N/A,Unknown,no_id_26_30,7/4/05,Unknown,2012,No,Closed without results,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,Unknown,Unknown,N/A,
PCM,EBRD,26,2012,Unknown PCM 31,Unknown,N/A,Unknown,no_id_26_31,7/4/05,Unknown,2012,No,Closed without results,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,Unknown,Unknown,N/A,
PCM,EBRD,26,2012,EPS Kolubara Environmental Improvement,Europe & Central Asia,N/A,Serbia,2012/04,8/24/12,N/A,N/A,Yes,In monitoring,Yes,Domestic CSO(s),Local community-based organization(s),N/A,Ecological Society _„ñVreoci_„ù and The Council of the Local Community of Vreoci,Yes,International CSO(s),N/A,CEE Bankwatch,Project/investment lending,N/A,"Extractives (oil, gas, mining)",N/A,Public,Pollution,Displacement (physical and/or economic),Due diligence,Consultation and disclosure,Water,N/A,N/A,N/A,N/A,N/A,Yes,8/31/12,Yes,8/9/13,N/A,N/A,N/A,N/A,No,N/A,N/A,MNE or government refused to participate,N/A,Yes,8/9/13,26,N/A,Yes,Yes,Yes,10/29/15,N/A,N/A,38,N/A,Yes,
PCM,EBRD,26,2012,Rivne Kyiv High Voltage Line,Europe & Central Asia,N/A,Ukraine,2012/02,1/10/12,9,2013,No,Closed with results,Yes,Domestic CSO(s),N/A,N/A,National Ecological Centre of Ukraine,Unknown,Unknown,Unknown,Unknown,Project/investment lending,N/A,Infrastructure,Energy,Public,Consultation and disclosure,Due diligence,Other,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,1/17/12,Yes,11/12/12,N/A,N/A,N/A,N/A,No,N/A,N/A,"Mech doesn't offer PS, or PS was not an option in this case",N/A,Yes,11/12/12,10,N/A,No,No,No,N/A,N/A,Case closed before monitoring,20,20,Yes,
PCM,EBRD,26,2012,Sostanj Thermal Power Plant,Europe & Central Asia,N/A,Slovenia,2012/03,1/17/12,9,2013,No,Closed with results,Yes,Domestic CSO(s),International CSO(s),N/A,"Focus Association for Sustainable Development, Environmental Legal Service, and CEE Bankwatch Network",Unknown,Unknown,Unknown,Unknown,Project/investment lending,N/A,Energy,N/A,Public,Due diligence,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,1/24/12,Yes,1/22/13,N/A,N/A,N/A,N/A,No,N/A,N/A,"Mech doesn't offer PS, or PS was not an option in this case",N/A,Yes,1/22/13,8,N/A,No,No,No,N/A,N/A,Case closed before monitoring,20,20,Yes,
PCM,EBRD,26,2013,Unknown PCM 32,Unknown,N/A,Unknown,no_id_26_32,7/5/05,Unknown,2013,No,Closed without results,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,Unknown,Unknown,N/A,
PCM,EBRD,26,2013,Unknown PCM 33,Unknown,N/A,Unknown,no_id_26_33,7/5/05,Unknown,2013,No,Closed without results,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,Unknown,Unknown,N/A,
PCM,EBRD,26,2013,Unknown PCM 34,Unknown,N/A,Unknown,no_id_26_34,7/5/05,Unknown,2013,No,Closed without results,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,Unknown,Unknown,N/A,
PCM,EBRD,26,2013,Unknown PCM 35,Unknown,N/A,Unknown,no_id_26_35,7/5/05,Unknown,2013,No,Closed without results,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,Unknown,Unknown,N/A,
PCM,EBRD,26,2013,Unknown PCM 36,Unknown,N/A,Unknown,no_id_26_36,7/5/05,Unknown,2013,No,Closed without results,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,Unknown,Unknown,N/A,
PCM,EBRD,26,2013,Unknown PCM 37,Unknown,N/A,Unknown,no_id_26_37,7/5/05,Unknown,2013,No,Closed without results,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,Unknown,Unknown,N/A,
PCM,EBRD,26,2013,Unknown PCM 38,Unknown,N/A,Unknown,no_id_26_38,7/5/05,Unknown,2013,No,Closed without results,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,Unknown,Unknown,N/A,
PCM,EBRD,26,2013,Unknown PCM 39,Unknown,N/A,Unknown,no_id_26_39,7/5/05,Unknown,2013,No,Closed without results,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,Unknown,Unknown,N/A,
PCM,EBRD,26,2013,Unknown PCM 40,Unknown,N/A,Unknown,no_id_26_40,7/5/05,Unknown,2013,No,Closed without results,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,Unknown,Unknown,N/A,
PCM,EBRD,26,2013,Unknown PCM 41,Unknown,N/A,Unknown,no_id_26_41,7/5/05,Unknown,2013,No,Closed without results,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,Unknown,Unknown,N/A,
PCM,EBRD,26,2013,Unknown PCM 42,Unknown,N/A,Unknown,no_id_26_42,7/5/05,Unknown,2013,No,Closed without results,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,Unknown,Unknown,N/A,
PCM,EBRD,26,2013,Unknown PCM 43,Unknown,N/A,Unknown,no_id_26_43,7/5/05,Unknown,2013,No,Closed without results,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,Unknown,Unknown,N/A,
PCM,EBRD,26,2013,Unknown PCM 44,Unknown,N/A,Unknown,no_id_26_44,7/5/05,Unknown,2013,No,Closed without results,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,Unknown,Unknown,N/A,
PCM,EBRD,26,2013,Unknown PCM 45,Unknown,N/A,Unknown,no_id_26_45,7/5/05,Unknown,2013,No,Closed without results,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,Unknown,Unknown,N/A,
PCM,EBRD,26,2013,Unknown PCM 46,Unknown,N/A,Unknown,no_id_26_46,7/5/05,Unknown,2013,No,Closed without results,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,Unknown,Unknown,N/A,
PCM,EBRD,26,2013,Unknown PCM 47,Unknown,N/A,Unknown,no_id_26_47,7/5/05,Unknown,2013,No,Closed without results,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,Unknown,Unknown,N/A,
PCM,EBRD,26,2013,Unknown PCM 48,Unknown,N/A,Unknown,no_id_26_48,7/5/05,Unknown,2013,No,Closed without results,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,Unknown,Unknown,N/A,
PCM,EBRD,26,2013,Unknown PCM 49,Unknown,N/A,Unknown,no_id_26_49,7/5/05,Unknown,2013,No,Closed without results,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,Unknown,Unknown,N/A,
PCM,EBRD,26,2013,Unknown PCM 50,Unknown,N/A,Unknown,no_id_26_50,7/5/05,Unknown,2013,No,Closed without results,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,Unknown,Unknown,N/A,
PCM,EBRD,26,2013,Energy Resources Phase II & Oyu Tolgoi,Europe & Central Asia,N/A,Mongolia,2013/01a,7/2/13,N/A,N/A,Yes,Active,No,Domestic CSO(s),Individual(s),N/A,"OT Watch, Shuteen Gaviluut",Yes,International CSO(s),Domestic CSO(s),"Accountability Counsel, CEE Bankwatch, Gobi Soil",Project/investment lending,N/A,"Extractives (oil, gas, mining)",N/A,Private,Due diligence,Livelihoods,Other community health and safety issues,Indigenous peoples,Cultural heritage,Pollution,Water,Consultation and disclosure,N/A,N/A,Yes,8/2/13,Yes,12/22/14,N/A,N/A,N/A,N/A,No,N/A,N/A,"Mech doesn't offer PS, or PS was not an option in this case",N/A,Yes,12/22/14,N/A,N/A,N/A,N/A,No,N/A,N/A,Not at monitoring stage yet,N/A,N/A,N/A,
PCM,EBRD,26,2013,EPS Power II,Europe & Central Asia,N/A,Serbia,2013/02,8/16/13,8,2015,Yes,Closed with results,Yes,Domestic CSO(s),Individual(s),N/A,CEKOR,Yes,International CSO(s),N/A,CEE Bankwatch,Project/investment lending,N/A,Energy,Infrastructure,Public,Displacement (physical and/or economic),Consultation and disclosure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,8/23/13,Yes,12/3/14,N/A,N/A,N/A,N/A,No,N/A,N/A,IFI funding or consideration of project ended,N/A,Yes,12/3/14,8,N/A,No,No,No,N/A,N/A,Monitoring not contemplated,24,24,Yes,
PCM,EBRD,26,2013,"EPS Emergency Power Sector Reconstruction Loan, EPS Power II and EPS Kolubara Environmental Improvement",Europe & Central Asia,N/A,Serbia,2013/03,10/1/13,N/A,N/A,Yes,In monitoring,Yes,Domestic CSO(s),N/A,N/A,CEKOR,Yes,International CSO(s),N/A,"Accountability Counsel, CEE Bankwatch, SEEJ",Project/investment lending,N/A,Energy,"Extractives (oil, gas, mining)",Public,Due diligence,Pollution,Displacement (physical and/or economic),N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,10/29/13,Yes,3/10/14,N/A,N/A,N/A,N/A,No,N/A,N/A,"Mech doesn't offer PS, or PS was not an option in this case",N/A,Yes,3/10/14,19,N/A,Yes,Yes,Yes,10/29/15,N/A,N/A,24,N/A,Yes,
PCM,EBRD,26,2014,Unknown PCM 51,Unknown,N/A,Unknown,no_id_26_51,7/6/05,Unknown,2014,No,Closed without results,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,Unknown,Unknown,N/A,
PCM,EBRD,26,2014,Unknown PCM 52,Unknown,N/A,Unknown,no_id_26_52,7/6/05,Unknown,2014,No,Closed without results,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,Unknown,Unknown,N/A,
PCM,EBRD,26,2014,Unknown PCM 53,Unknown,N/A,Unknown,no_id_26_53,7/6/05,Unknown,2014,No,Closed without results,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,Unknown,Unknown,N/A,
PCM,EBRD,26,2014,Unknown PCM 54,Unknown,N/A,Unknown,no_id_26_54,7/6/05,Unknown,2014,No,Closed without results,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,Unknown,Unknown,N/A,
PCM,EBRD,26,2014,Unknown PCM 55,Unknown,N/A,Unknown,no_id_26_55,7/6/05,Unknown,2014,No,Closed without results,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,Unknown,Unknown,N/A,
PCM,EBRD,26,2014,Unknown PCM 56,Unknown,N/A,Unknown,no_id_26_56,7/6/05,Unknown,2014,No,Closed without results,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,Unknown,Unknown,N/A,
