Complaint Name,Project,Country,IAM,Bank,External ID,Status,Filer,IFI Support,Sector,Issues,Description,Compliance Report Issued,Non-Compliance Found,Filing Date,Registration Start,Registration End,Registration Status,"If no Registration, why?",Eligibility Start,Eligibility End,Eligibility Status,"If No Eligibility, Why?",Dispute Resolution Start,Dispute Resolution End,Dispute Resolution Status,"If No DR, Why?",Compliance Review Start,Compliance Review End,Compliance Review Status,"If No CR, Why?",Monitoring Start,Monitoring End,Monitoring Status,"If No Monitoring, Why?",Date Closed,Access to electricity (% of population),Agricultural land (% of land area),"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",Forest area (% of land area),Renewable internal freshwater resources per capita (cubic meters),GDP per capita (current US$),"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)","Literacy rate, adult total (% of people ages 15 and above)",Net ODA received per capita (current US$),Population density (people per sq. km of land area),Rural population (% of total population),Surface area (sq. km),Terrestrial and marine protected areas (% of total territorial area)
Microfinance Investment Vehicles,Microfinance Investment Vehicles,United States,IFC Compliance Advisor/Ombudsman,IFC/MIGA,no_id_21_25,Closed Without Results,,,Other,Other,,FALSE,FALSE,10/1/06,,,not_undertaken,,10/1/06,10/31/06,closed_without_outcome,Outside of mandate,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,10/31/06,100,44.66474276,,33.34995285,,46437.06712,58.3409996,72.31700134,,,32.56739985,19.901,9632030,
Mindoro Resources-01/Jabonga,Mindoro Resources-01/Jabonga,Philippines,IFC Compliance Advisor/Ombudsman,IFC/MIGA,176,Closed Without Results,,Equity Investment,"Extractives (oil, gas, mining)","Biodiversity, Consultation and disclosure, Cultural heritage, Indigenous peoples, Livelihoods, Water",,FALSE,FALSE,9/16/11,,,not_undertaken,,9/16/11,9/27/11,closed_with_outcome,,,,not_undertaken,Not desired by complainant,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,10/31/12,85.17262268,41.11748331,23.61313481,23.74484355,,2352.518156,49.34700012,76.74099731,,-1.928358233,319.5423416,54.478,300000,
Mine Closure and Social Mitigation Project,Mine Closure and Social Mitigation Project,Romania,WB Inspection Panel,World Bank,39,Closed With Results Outside Process,,Project/investment lending,"Extractives (oil, gas, mining), Regulatory Development","Livelihoods, Property damage",,FALSE,FALSE,1/6/06,1/6/06,1/17/06,closed_with_outcome,,1/17/06,3/15/06,closed_with_outcome,,,,not_undertaken,Not offered by mechanism,,,not_undertaken,Addressed outside process,,,not_undertaken,Case closed in earlier stage,9/30/06,100,61.04443865,,27.89720845,,5828.745662,47.24300003,62.2120018,,,92.15479607,46.695,238390,
"Mine Closure, Environment and Socio-Economic Regeneration Project (Not Registered)","Mine Closure, Environment and Socio-Economic Regeneration Project (Not Registered)",Romania,WB Inspection Panel,World Bank,88,Closed Without Results,,Project/investment lending,"Extractives (oil, gas, mining)","Other community health and safety issues, Pollution, Property damage, Water",,FALSE,FALSE,7/2/13,7/2/13,7/31/13,closed_without_outcome,,,,not_undertaken,Funding and/or consideration ended,,,not_undertaken,Not offered by mechanism,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,7/31/13,100,60.44863713,19.09686306,29.22488371,,9585.266593,46.00299835,63.53699875,,,86.87429031,46.063,238390,
Mining Development and Environmental Control  Assistance Project,Mining Development and Environmental Control  Assistance Project,Ecuador,WB Inspection Panel,World Bank,20,Closed With Results,,Project/investment lending,"Extractives (oil, gas, mining)","Biodiversity, Consultation and disclosure, Due diligence, Livelihoods, Other community health and safety issues, Pollution, Water",,TRUE,TRUE,12/13/99,12/13/99,12/17/99,closed_with_outcome,,12/17/99,4/28/00,closed_with_outcome,,,,not_undertaken,Not offered by mechanism,4/28/00,4/28/01,closed_with_outcome,,,,not_undertaken,Funding and/or consideration ended,4/30/01,,32.51328716,,55.6414479,,1584.463443,52.70700073,83.51999664,,12.01578457,49.92225399,40.204,256370,
Mining Project,Mining Project,Madagascar,AfDB Independent Review Mechanism,African Development Bank,no_id_28_6,Closed Without Results,,,"Extractives (oil, gas, mining)",Other,,FALSE,FALSE,,,,closed_without_outcome,,,,not_undertaken,Filer Issue,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,17.73223686,71.18486752,18.17198277,21.52132624,15080.61214,443.9061001,86.5530014,90.17900085,71.57261658,16.48977675,38.40970273,66.773,587295,
MoSE Venice,MoSE Venice,Italy,EIB Complaints Mechanism,European Investment Bank,SG/E/2009/04,Closed Without Results,,Project/investment lending,Infrastructure,"Due diligence, Other environmental",,FALSE,TRUE,5/12/09,5/12/09,,closed_with_outcome,,,,closed_with_outcome,,,,not_undertaken,Mechanism deemed involvement unnecessary,2/2/10,3/2/10,closed_with_outcome,,3/19/10,12/19/14,closed_with_outcome,,12/19/14,100,47.53654722,,30.50996124,,36976.84553,37.89400101,59.45000076,,,200.9089719,31.791,301340,
"Modernization National Civil Registration, Identification, Documentation System","Modernization National Civil Registration, Identification, Documentation System",Ecuador,IDB Independent Consultation and Investigation Mechanism,Inter-American Development Bank,MICI-EC-2013-067,Closed Without Results,,,Other,Other,,FALSE,FALSE,8/1/13,8/1/13,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,30.25044291,15.98247769,51.15698985,,6074.090829,49.45299911,79.48999786,93.29463196,9.610800261,63.05986069,36.875,256370,
Mongolia Mining Infrastructure Investment Support (P118109) and Mining Infrastructure Investment Support - Additional Financing,Mongolia Mining Infrastructure Investment Support (P118109) and Mining Infrastructure Investment Support - Additional Financing,Mongolia,WB Inspection Panel,World Bank,102,Active,,Project/investment lending,"Energy, Infrastructure","Consultation and disclosure, Cultural heritage, Due diligence, Livelihoods, Other community health and safety issues, Other environmental, Water",,FALSE,FALSE,2/10/15,2/10/15,3/27/15,closed_with_outcome,,3/27/15,,closed_without_outcome,,,,,,,,,,,,,,,81.1916275,72.67405186,29.18883961,8.080022658,,3946.962075,53.73500061,67.18599701,,79.39192651,1.916164809,31.77,1564120,
Montevideo Urban Transportation Program,Montevideo Urban Transportation Program,Uruguay,IDB Independent Consultation and Investigation Mechanism,Inter-American Development Bank,MICI-UR-2012-047,Closed Without Results,,,Other,Other,,FALSE,FALSE,10/1/12,10/1/12,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,99.34907532,81.30499372,11.7588682,10.15186836,27143.37738,15092.06819,55.78900146,76.01100159,98.39594269,5.110727022,19.40793624,5.261,176220,
Montevideo Urban Transportation Program 2,Montevideo Urban Transportation Program,Uruguay,IDB Independent Consultation and Investigation Mechanism,Inter-American Development Bank,MICI-UR-2013-063,Closed Without Results,,,Other,Other,,FALSE,FALSE,7/1/13,7/1/13,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,99.611808,82.63627014,11.54003033,10.28179637,,16881.20568,54.97399902,75.83799744,98.36386871,10.71594672,19.4720889,5.157,176220,
Motorway A-2,Motorway A-2,Poland,EIB Complaints Mechanism,European Investment Bank,SG/E/2009/10,Closed Without Results,,,Infrastructure,Other environmental,,FALSE,FALSE,12/3/09,12/3/09,,closed_with_outcome,,,,closed_with_outcome,,,,not_undertaken,Mechanism deemed involvement unnecessary,6/5/10,7/5/10,closed_with_outcome,,6/17/10,4/17/12,closed_with_outcome,,4/17/12,100,50.99582082,,30.37482043,,11527.59323,47.42399979,63.79700089,,,124.5644606,38.996,312680,
Motorway A-2 2,Motorway A-2,Poland,EIB Complaints Mechanism,European Investment Bank,SG/E/2010/09,Closed Without Results,,Project/investment lending,Infrastructure,"Consultation and disclosure, Displacement (physical and/or economic)",,FALSE,FALSE,7/10/10,7/10/10,,closed_with_outcome,,,,closed_with_outcome,,,,not_undertaken,Case closed in earlier stage,6/5/10,7/5/10,in_progress,,4/18/12,9/30/10,closed_with_outcome,N/A,9/30/10,100,47.17578686,27.46920948,30.45905707,,12599.53358,48.27199936,64.26399994,,,124.2092007,39.108,312680,
Motorways D1,Motorways D1,Slovakia,EIB Complaints Mechanism,European Investment Bank,SG/A/2009/04,Closed With Results,,Project/investment lending,Other,Consultation and disclosure,,TRUE,TRUE,10/20/09,10/20/09,,closed_with_outcome,,,,closed_with_outcome,,,,not_undertaken,Mechanism deemed involvement unnecessary,12/17/09,1/17/10,closed_with_outcome,,1/11/10,1/11/10,closed_with_outcome,,1/31/10,,,,,,,,,,,,,,
Mozal-01/Matola and Maputo,Mozal-01/Matola and Maputo,Mozambique,IFC Compliance Advisor/Ombudsman,IFC/MIGA,159,Closed With Results,,"Project/investment lending, Risk Guarantee","Extractives (oil, gas, mining)","Consultation and disclosure, Due diligence, Other community health and safety issues, Pollution",,TRUE,TRUE,10/1/10,,,not_undertaken,,10/1/10,10/27/10,closed_with_outcome,,2/1/11,12/1/11,closed_without_outcome,,7/24/12,4/24/13,closed_with_outcome,,4/12/13,6/12/14,closed_with_outcome,,6/30/14,17.25792313,63.51890943,19.68915761,49.55873751,,419.2258149,84.41400146,78.83699799,,80.22366993,30.80114576,68.17,799380,
Multinational Road Development and Transport Facilitation Programme Within the Manu River Union - Guinea Section,Multinational Road Development and Transport Facilitation Programme Within the Manu River Union - Guinea Section,Guinea,AfDB Independent Review Mechanism,African Development Bank,RQ2016/3,Active,,,Infrastructure,"Biodiversity, Cultural heritage, Other community health and safety issues, Other environmental, Pollution","<p> <i> Full description available at: <a href=""https://www.afdb.org/fileadmin/uploads/afdb/Documents/Compliance-Review/UFM-Management_Response.pdf"" class = ""u-blue-color""> https://www.afdb.org/fileadmin/uploads/afdb/Documents/Compliance-Review/UFM-Management_Response.pdf</a>
</i> </p>
<br>
<p>
On 18 December 2014, the Bank approved the Road and Transport Facilitation Programme
within the Mano River Union (MRU). The Governments of Côte d'Ivoire, Guinea, Liberia and
Sierra Leone submitted a request to the Bank for financing to develop and asphalt the Danané-
Lola road (87.35 km), the Bloléquin-Toulépleu-Liberian border road (65 km), the Tablo-Prollo
road (28 km), the Karloken-Fish Town (80 km) and the Harper-Cavally junction (16 km).
These constitute 276.35 km of currently dirt roads, barely 6 m wide, impassable in all seasons,
with makeshift wooden crossing structures, for the most part. Regional isolation, the high
number of roadside checks and unsuitable border crossings are factors of fragility which
compound the successive crises that have affected the region over the last 20 years. However,
traffic is set to grow on these roads given the economic potential of the area and the efforts to
lift these countries out of the recurrent crises that have long characterised them. In order to
cope with current and future traffic, it is imperative to improve the road service level, enhance
their capacity to withstand traffic in all seasons and reduce border controls; this will require
asphalting and developing the roads and establishing border crossings for joint controls. 
</p>
<br>
<p>
The overall objective of the programme is to boost post-conflict economic recovery of the
MRU area by improving road infrastructure and promoting intra-community trade.
Specifically, the programme seeks to: (i) improve transport conditions on the roads concerned
in order to reduce transport costs, (ii) facilitate the free movement of persons and goods
between the three countries, namely Côte d'Ivoire, Guinea and Liberia and improve the living
conditions of programme area communities.
</p>
<br>
<p>
The Guinean component of the programme includes, among other things, paving of the LolaIvorian
border road (39.75 km).
</p>",FALSE,FALSE,9/15/16,,,,,,,,,,,,,,,,,,,,,,,,46.14092124,,,748.3013059,62.9980011,65.48699951,,45.29069394,50.44735471,64.54,245860,21.36732601
Multiphase Development Infrastructure Program: Support Production in Entre Rios,Multiphase Development Infrastructure Program: Support Production in Entre Rios,Argentina,IDB Independent Consultation and Investigation Mechanism,Inter-American Development Bank,AR-MICI001-2010,Monitoring,,Project/investment lending,"Energy, Infrastructure","Biodiversity, Consultation and disclosure, Due diligence, Other community health and safety issues",,FALSE,FALSE,6/28/10,6/28/10,9/20/10,closed_with_outcome,,9/20/10,10/8/10,closed_with_outcome,,4/29/11,2/28/13,closed_with_outcome,,,,not_undertaken,Case closed in earlier stage,2/6/13,,in_progress,,,98.82,53.89028352,14.2241786,10.44911919,,10276.2605,46.37900162,74.03399658,,3.11785237,15.06341201,9.151,2780400,
Multitranche Financing Facility Road Network Development Program,Multitranche Financing Facility Road Network Development Program,Azerbaijan,ADB Special Project Facilitator and Compliance Review Panel,Asian Development Bank,Oct-09,Closed Without Results,,Project/investment lending,Infrastructure,"Consultation and disclosure, Displacement (physical and/or economic), Livelihoods",,FALSE,FALSE,9/3/09,9/3/09,9/4/09,closed_with_outcome,,9/4/09,10/31/09,closed_without_outcome,Good faith requirement not met,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,10/31/09,99.88473511,57.57909516,,11.8864225,,4950.294791,61.86399841,66.16500092,99.75984192,26.07842438,108.2912905,46.81,86600,
Mumbai Metro Line 3 Project,Mumbai Metro Line 3 Project,India,JBIC/JICA Examiner for Environmental Guidelines,"Japan Bank for International Cooperation, Japan International Cooperation Agency, Nippon Export and Investment Insurance",india_01,Closed Without Results,,Project/investment lending,Infrastructure,"Biodiversity, Consultation and disclosure, Due diligence, Human rights, Other environmental, Pollution",,FALSE,FALSE,1/26/15,1/26/15,2/10/15,closed_with_outcome,,2/10/15,3/31/15,closed_without_outcome,"Mechanism deemed involvement unnecessary, Other",,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,3/31/15,88,60.44719645,75.58285651,23.77311911,,1606.038285,27.2670002,79.09100342,,2.424919101,440.286016,67.223,3287259,
Mumbai Railway Vikas-01/,Mumbai Railway Vikas-01/,India,IFC Compliance Advisor/Ombudsman,IFC/MIGA,no_id_21_70,Closed Without Results,,,Other,Other,,FALSE,FALSE,1/1/13,,,not_undertaken,,1/1/13,1/31/13,closed_without_outcome,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,1/31/13,79.59911346,60.43946065,68.95144345,23.65311332,,1452.195373,26.96100044,79.40799713,,1.921173633,430.030441,67.997,3287260,
Mumbai Urban Transport Project,Mumbai Urban Transport Project,India,WB Inspection Panel,World Bank,32,Closed With Results,,Project/investment lending,"Infrastructure, Regulatory Development","Consultation and disclosure, Displacement (physical and/or economic), Livelihoods, Other community health and safety issues, Pollution",,TRUE,TRUE,4/28/04,4/28/04,4/29/04,closed_with_outcome,,4/29/04,9/3/04,closed_with_outcome,,,,not_undertaken,Not offered by mechanism,9/3/04,8/3/06,closed_with_outcome,,8/14/06,9/14/13,closed_with_outcome,,9/30/13,64.4,60.66716221,,22.61718895,,621.3183767,36.19900131,82.96900177,,0.691133357,378.7634753,71.097,3287260,
"Mumbai Urban Transport Project, 3rd Request","Mumbai Urban Transport Project, 3rd Request",India,WB Inspection Panel,World Bank,58,Closed With Results Outside Process,,Project/investment lending,Infrastructure,Displacement (physical and/or economic),,FALSE,FALSE,5/29/09,5/29/09,6/9/09,closed_with_outcome,,6/9/09,,not_undertaken,,,,not_undertaken,Not offered by mechanism,,,not_undertaken,Addressed outside process,,,not_undertaken,Case closed in earlier stage,8/31/09,75,60.56390611,,23.33312032,,1090.317765,30.09700012,81.04100037,,2.043219161,408.4065035,69.413,3287260,
Mundra Ultra Mega Power Project,Mundra Ultra Mega Power Project,India,ADB Special Project Facilitator and Compliance Review Panel,Asian Development Bank,2013/1,Monitoring,,Project/investment lending,Energy,"Consultation and disclosure, Due diligence, Livelihoods, Other community health and safety issues, Other environmental, Pollution, Water",,TRUE,TRUE,9/19/13,9/19/13,9/20/13,closed_with_outcome,,9/20/13,12/26/13,closed_with_outcome,,,,not_undertaken,Not desired by complainant,1/17/14,6/17/15,closed_with_outcome,,6/24/15,,in_progress,,,79.59911346,60.43946065,68.95144345,23.65311332,,1452.195373,26.96100044,79.40799713,,1.921173633,430.030441,67.997,3287260,
Municipal and Regional Infrastructure Loan,Municipal and Regional Infrastructure Loan,Serbia,EIB Complaints Mechanism,European Investment Bank,SG/E/2012/02,Closed Without Results,,Project/investment lending,Infrastructure,"Consultation and disclosure, Due diligence, Other community health and safety issues, Property damage",,FALSE,FALSE,3/1/12,3/1/12,,closed_with_outcome,,,,closed_with_outcome,,,5/31/14,closed_without_outcome,,,,not_undertaken,Mechanism deemed involvement unnecessary,,,not_undertaken,Case closed in earlier stage,5/31/14,99.81497192,39.59067002,18.82442565,31.05190944,1167.788593,5659.380204,43.01399994,60.11399841,,151.0999257,82.31279442,44.644,88360,
Municipal and Regional Infrastructure Loan 2,Municipal and Regional Infrastructure Loan,Serbia,EIB Complaints Mechanism,European Investment Bank,SG/E/2014/10,Closed Without Results,,Project/investment lending,Infrastructure,"Consultation and disclosure, Due diligence",,FALSE,FALSE,10/7/14,10/7/14,,closed_with_outcome,,,10/21/14,closed_with_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Unknown,,,not_undertaken,Unknown,4/30/15,99.66079793,40.09147039,20.14719396,31.08392408,1179.007138,6200.173221,44.4280014,60.98699951,,51.47550492,81.5295678,44.417,88360,
N11-N7 Motorway PPP,N11-N7 Motorway PPP,Ireland,EIB Complaints Mechanism,European Investment Bank,SG/E/2012/14,Closed Without Results,,Project/investment lending,Infrastructure,Other,,FALSE,FALSE,12/7/12,12/7/12,,closed_with_outcome,,,,closed_with_outcome,,,,not_undertaken,Case closed in earlier stage,11/12/13,12/12/13,in_progress,,,,not_undertaken,Case closed in earlier stage,12/31/13,100,65.8005516,9.570871974,10.69806939,10653.25545,49042.33825,52.74200058,68.04799652,,,66.76633764,38.058,70280,
