Bank,IAM,IAM ID,Year,Country,Project Name,Project Description,Complaint ID,Complaint Description,Filer(s),Filer Type,Environmental Category,Project Company,Project Number,Project Status,IFI Support Type,Financial Institution,Money,Project Loan Amount,Sector,Project Approval Date,Issues,Complaint Status,Date Filed (YYYY-DD-MM),Registration Start Date (YYYY-DD-MM),Registration End Date (YYYY-DD-MM),Registered? (Y/N),"If no registration, why?",Eligibility Start Date (YYYY-DD-MM),Eligibility End Date (YYYY-DD-MM),Eligible (Y/N),"If not eligibile, why?",Dispute Resolution Start Date,Dispute Resolution End Date,"If no DR, why?",Consultation and disclosure Review Start Date,Consultation and disclosure Review End Date,"If no CR, why?",Consultation and disclosure report published? (Y/N),Non-Consultation and disclosure Found (Y/N),Monitoring Start Date,Monitoring End Date,Date Closed,Project Hyperlink,Complaint Hyperlink,Documents
IFC,CAO,21,2009,Sri Lanka,Rainforest Ecolodge Linkages,"Located close to the Sinharaja Rainforest in southern Sri Lanka, the Rainforest Ecolodge is a joint venture eco-tourism project set up by several private sector companies in the tourism industry.  IFC, through its South Asia Enterprise Development Facility (SEDF), is providing technical advisory services to the project to obtain US Green Building Certification, and promote eco-tourism in the country.",151,,Save the Sinharaja Campaign on behalf of residents of Deniyaya Village,,,Rainforest Ecolodge Company (REC),547845,,,IFC,0,,,,Procurement,Closed,20-Aug-09,,,20-Aug-09,,,,,,,,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=151,http://www.cao-ombudsman.org/cases/document-links/links-151.aspx,,
EIB,CM,29,2016,,Nam Theun 2 Hydroelectric,,SG/E/2016/03,Non-compliance with the Bank's environmental and social standards and human rights,CEE Bankwatch Network,International CSO,,,,,,,,,,,Procurement,Active,4/6/16,4/6/16,4/6/16,,,Ongoing,Ongoing,,,,,,,,,,,,,,,http://www.eib.org/en/about/accountability/complaints/cases/sg-e-2016-03-nam-theun-2-hydroelectric.htm,
EIB,CM,29,2013,Palestine,Electricity Network Upgrading,,SG/E/2013/11,Other community health and safety issues and environmental impacts arising from the construction of a 161kV substation,Individual,Individual,,,,,,,,,,,Procurement,Closed,10/24/13,10/24/13,12/19/13,,,,,,,,,,,12/23/14,,,,,12/23/14,,,http://www.eib.org/en/about/accountability/complaints/cases/electricity-network-upgrading.htm,
EIB,CM,29,2012,Spain,Terminal Contenedores Cadiz,,SG/E/2011/18,Alleged negative environmental impact of the project,Teresa Vasallo Varela and Marc Bugnard,Individual; Individual,,,,,,,,,,,Procurement,Closed,1/3/12,1/3/12,1/3/12,,,2/9/12,2/9/12,,,,,,8/3/12,9/20/12,,,No,10/12/12,10/12/12,,,http://www.eib.org/en/about/accountability/complaints/cases/sg-e-2011-18-terminal-contenedores-cadiz.htm,
EIB,CM,29,2011,Portugal,Portuguese Dam Program,,SG/E/2011/07/PR,"Concerns about the financial and technical viability of the project, negative environmental impact of the project, breach of the EIB social standards","GEOTA, Grupo de Estudos de Ordenamento do Território e Ambiente",Local CSO,,,,,,,,,,,Procurement,Closed,5/2/11,5/2/11,,,,,,,,,,,,,,,,,7/13/11,,,http://www.eib.org/en/about/accountability/complaints/cases/portuguese-dam-program.htm,
EIB,CM,29,2010,Mozambique,Ecocimento Fibre Cement,,SG/E/2010/08,Purchase of asbestos contaminated property due to non-compliance of project promoter with objectives of an earlier EIB loan.,Individual,Individual,,,,,,,,,,,Procurement,Active,7/14/10,7/14/10,7/28/10,,,,,,,,,,,,,,,,12/17/12,,,http://www.eib.org/en/about/accountability/complaints/cases/ecocimento-fibre-cement.htm,
EIB,CM,29,2009,Uganda,Bujagali Hydroelectric Project,,SG/E/2009/09,"Non-compliance with a substantial number of the Bank's policies, standards, guidlines and procedures","NAPE (Uganda), Counter Balance (Europe), CLAI (Italy), Sherpa (France), and legal representatives of locally affected people",Local CSO; Local CSO; Local CSO; Local CSO; Individual,,,,,,,,,,,Procurement,Closed,12/2/09,12/2/09,,,,,,,,,,,5/15/12,7/4/12,,,Yes,9/5/12,9/5/12,,,http://www.eib.org/en/about/accountability/complaints/cases/sg-e-2009-09-bujagali-hydroelectric-project.htm,
EBRD,PCM,26,2015,Turkey,Turk Traktor,"The EBRD provided a EUR 75 million long-term loan to Turk Traktor ve Ziraat Makineleri A.S. in May 2013 to finance the construction of a tractor assembly plant in Sakarya and investments in R&D, engine and transmission projects in the existing facilities in Ankara.The EBRD is also considering a separate EUR 20 million long-term loan to finance construction of additional units in the tractor assembly plant in Sakarya.",2015/03,,DİSK - Birleşik Metal İşçileri Sendikası (United Metalworkers' Union),,B,,44173,Disbursing,,,0,Loan to Altain Khuder LLC: 30 million,Manufacturing or Chemicals,,Procurement; Consultation and disclosure,,,,,,,,,,,,,,,,,,,,,,,,
EBRD,PCM,26,2015,Turkey,Turk Traktor,"The EBRD provided a EUR 75 million long-term loan to Turk Traktor ve Ziraat Makineleri A.S. in May 2013 to finance the construction of a tractor assembly plant in Sakarya and investments in R&D, engine and transmission projects in the existing facilities in Ankara.The EBRD is also considering a separate EUR 20 million long-term loan to finance construction of additional units in the tractor assembly plant in Sakarya.",2015/03,,DİSK - Birleşik Metal İşçileri Sendikası (United Metalworkers' Union),,B,,44173,Disbursing,,,34000000,Loan to Altain Khuder LLC: 30 million,Manufacturing or Chemicals,,Procurement; Consultation and disclosure,,,,,,,,,,,,,,,,,,,,,,,,
EIB,CM,29,2016,Georgia,Georgia East-West Highway,,SG/E/2016/05,Expropriation/Labor,Bidzina Jibladze,Individual,,,,,,,,,,,Procurement; Consultation and disclosure,Active,4/21/16,4/21/16,5/2/16,,,Ongoing,Ongoing,,,,,,,,,,,,,,,http://www.eib.org/en/about/accountability/complaints/cases/sg-e-2016-05-georgia-east-west-highway.htm,
EIB,CM,29,2011,Romania,Roads Rehabilitation VI,,SG/E/2011/12,Overflooding rainwarer following road rehabilitation and failure to comply with environmental protection law.,Individual,Individual,,,,,,,,,,,Procurement; Consultation and disclosure; Labor,Closed,9/30/11,9/30/11,,,,,,,,,,,12/3/12,1/10/13,,,,,1/25/13,,,http://www.eib.org/en/about/accountability/complaints/cases/roads-rehabilitation-vi1.htm,
EBRD,PCM,26,2017,Georgia,GEORGIA - Jvari-Khorga Interconnection,"The EBRD is considering a project to include the construction of (i) a new 500kV/220kV substation at Jvari, (ii) a double circuit 500 kV (8 km) transmission line from the Kavkasioni line to the Jvari substation and (iii) a double circuit 220 kV (60 km) transmission line between Jvari and Khorga.The implementation of this project will(i) Strengthen the reliability and stability of the Georgian transmission network;(ii) Pave the way for investments in more hydropower production in northwest Georgia; and(iii) Improve capacity and reliability of the electricity system supplying areas of significant demand growth.",2017/02,,R. Pandey,,A,,45181,Repaying,,,230000000,Loan to Public Enterprise Elektroprivreda Srbije (EPS): 200 million euros.,Energy,,Procurement; Consultation and disclosure,,,,,,,,,,,,,,,,,,,,,,,,
IFC,CAO,21,2004,"Georgia, Turkey and Azerbaijan",Baku Tbilisi-Ceyhan Pipeline,"The Baku-Tbilisi-Ceyhan (BTC) oil and gas pipeline is a 1,768 km long crude oil pipeline stretching from the Caspian Sea to the Mediterranean Sea. It is the second longest oil pipeline in the world and passes through Azerbaijan, Georgia and Turkey. IFC has invested $250 million since 2003 and the total project cost is approximately $3.6 billion. The project is operated by BTC Co., which comprises a consortium of 11 partners.",60,,Confidential,,A,Baku Tiblisi-Ceyhan Pipeline,11251,,,IFC,250000000,$125 million (A loan) $125 million (B loan),Extractives,,Procurement; Consultation and disclosure,Closed,10-Dec-04,,,,,10-Dec-04,,,,,,,,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=60,
IFC,CAO,21,2004,"Georgia, Turkey and Azerbaijan",Baku Tbilisi-Ceyhan Pipeline,"The Baku-Tbilisi-Ceyhan (BTC) oil and gas pipeline is a 1,768 km long crude oil pipeline stretching from the Caspian Sea to the Mediterranean Sea. It is the second longest oil pipeline in the world and passes through Azerbaijan, Georgia and Turkey. IFC has invested $250 million since 2003 and the total project cost is approximately $3.6 billion. The project is operated by BTC Co., which comprises a consortium of 11 partners.",60,,Confidential,,A,Baku Tiblisi-Ceyhan Pipeline,11251,,,IFC,0,,Extractives,,Procurement; Consultation and disclosure,Closed,10-Dec-04,,,10-Dec-04,,,,,,,,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=60,,,
IFC,CAO,21,2013,Honduras,Cambodia Airport II,"IFC is an investor in the Central American Mezzanine Infrastructure Fund (CAMIF), a mezzanine fund that invests in operating and new medium-sized companies/projects in infrastructure and related sectors in Central America, Dominican Republic, Mexico and Colombia. The Fund will be managed by EMP Latin American Management LLC, part of the network of EMP Global, an independent private equity fund manager based in Washington, DC. The target size of the fund is between $150 and $300 million. IFCs investment is US$40 million.",208,,Consejo Cívico de Organizaciones Populares e Indígenas de Honduras (COPINH),,FI,Central American Mezzanine Infrastructure Fund LP,26590,,,IFC,40000000,$40 million,Infrastructure,,Procurement; Displacement (physical and/or economic); Consultation and disclosure; Due diligence,Closed,9-Oct-13,,,,,9-Oct-13,,,,,,,,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=208,
IFC,CAO,21,2013,Honduras,Cambodia Airport II,"IFC is an investor in the Central American Mezzanine Infrastructure Fund (CAMIF), a mezzanine fund that invests in operating and new medium-sized companies/projects in infrastructure and related sectors in Central America, Dominican Republic, Mexico and Colombia. The Fund will be managed by EMP Latin American Management LLC, part of the network of EMP Global, an independent private equity fund manager based in Washington, DC. The target size of the fund is between $150 and $300 million. IFCs investment is US$40 million.",208,,Consejo Cívico de Organizaciones Populares e Indígenas de Honduras (COPINH),,FI,Central American Mezzanine Infrastructure Fund LP,26590,,,IFC,0,,Infrastructure,,Procurement; Displacement (physical and/or economic); Consultation and disclosure; Due diligence,Closed,9-Oct-13,,,9-Oct-13,,,,,,,,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=208,,,
IFC,CAO,21,2015,Honduras,Ficohsa,"Banco Ficohsa (Ficohsa) is the largest bank in Honduras.  Following earlier investments to support trade finance, housing and SME loans, in May 2011 the IFC Board approved an equity and sub-ordinated debt investment in Ficohsa (project #29257).  As part of the Tela Bay Tourism Project in Honduras, Ficohsa is one of the financiers that have provided more than $20million towards the development of boutique hotels, vacation homes and condos in the Indura complex (Tela Bay project).",243,,"Garifuna Community, Fraternal Black Organization of Honduras",,FI,Banco Financiera Comercial Hondurña S.A.,29257,,,IFC,125000000,"$20m, $35m, $70.1m",Global Financial Markets,,Procurement; Displacement (physical and/or economic); Pollution,Open - Consultation and disclosure,9-Oct-15,,,,,9-Oct-15,,,,,,,,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=243,http://www.cao-ombudsman.org/cases/document-links/links-243.aspx
IFC,CAO,21,2015,Honduras,Ficohsa,"Banco Ficohsa (Ficohsa) is the largest bank in Honduras.  Following earlier investments to support trade finance, housing and SME loans, in May 2011 the IFC Board approved an equity and sub-ordinated debt investment in Ficohsa (project #29257).  As part of the Tela Bay Tourism Project in Honduras, Ficohsa is one of the financiers that have provided more than $20million towards the development of boutique hotels, vacation homes and condos in the Indura complex (Tela Bay project).",243,,"Garifuna Community, Fraternal Black Organization of Honduras",,FI,Banco Financiera Comercial Hondurña S.A.,29257,,,IFC,0,,,,Procurement; Displacement (physical and/or economic); Pollution,Open - Consultation and disclosure,9-Oct-15,,,9-Oct-15,,,,,,,,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=243,http://www.cao-ombudsman.org/cases/document-links/links-243.aspx,,
IFC,CAO,21,2008,Indonesia,Wilmar Group ,"The Wilmar Group is a large agribusiness conglomerate specializing in the production and trade of palm oil. The Wilmar Group operates in Asia, eastern Europe, and Africa.  Since 2003, IFC has undertaken four investments in the Wilmar Group. ",79,,"Communities, local and international NGOs",,C,Wilmar Trading Pte. Ltd.,25532 & 26271,,,IFC,51000000,$33.3 million (Guarantee) & $17.5 million (Loan),Agribusiness,,Procurement; Displacement (physical and/or economic); Labor; Other community health and safety issues,Closed,1-Dec-08,,,,,1-Dec-08,,,,,,,,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=79,http://www.cao-ombudsman.org/cases/document-links/links-79.aspx
IFC,CAO,21,2008,Indonesia,Wilmar Group ,"The Wilmar Group is a large agribusiness conglomerate specializing in the production and trade of palm oil. The Wilmar Group operates in Asia, eastern Europe, and Africa.  Since 2003, IFC has undertaken four investments in the Wilmar Group. ",79,,"Communities, local and international NGOs",,C,Wilmar Trading Pte. Ltd.,25532 & 26271,,,IFC,0,,,,Procurement; Displacement (physical and/or economic); Labor; Other community health and safety issues,Closed,1-Dec-08,,,1-Dec-08,,,,,,,,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=79,http://www.cao-ombudsman.org/cases/document-links/links-79.aspx,,
EBRD,PCM,26,2013,Serbia,EPS POWER II,Proposed modernisation of equipment installed at the Tamnava West lignite mine and upgrade of the Power System Control and internal communications. Both components identified as priority investments by EPS.,2013/03,,"Center for Ecology and Sustainable Development (CEKOR), Belgrade",,A,,27005,,,,57000000,Loan of EUR 50 million ,Energy,,Procurement; Human rights,,,,,,,,,,,,,,,,,,,,,,,,
